name,requirements,responsibilities,experience,employment,salary_from,salary_to,currency,gross
Аналитик данных,"Опыт работы с ETL: <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext> Hadoop, SAS, Informatica. Знание одной или несколько технологий: Java Spring, <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Kafka, Postgres. ",ОПИСАНИЕ ПРОЕКТА. Ищем специалиста в Платформу Данных Корпоративно-инвестиционного блока на позицию аналитика данных для участия в цикле создания витрин...,От 1 года до 3 лет,Полная занятость,,,,
Разработчик DWH,Опыт работы на проектах по созданию Хранилищ Данных (DWH) от 2-х лет в качестве программиста или архитектора. ,Описание логической и физической модели DWH и сопровождение документации в части <highlighttext>хранилища</highlighttext> <highlighttext>данных</highlighttext>. <highlighttext>Разработка</highlighttext> ETL-процессов. Загрузка сырых данных (в...,От 1 года до 3 лет,Полная занятость,,350000.0,RUR,False
Разработчик аналитических систем / OLAP кубов,"Хорошие знания T-SQL., MDX. Опыт построения OLAP кубов. Хорошие знания <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Опыт интеграции с API. Стремление к профессиональному...",Реализация ETL из разнородных источников данных (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>). Поиск узких мест и оптимизация производительности. Разработка новых и доработка существующих объектов...,От 3 до 6 лет,Полная занятость,,,,
Data Scientist,Высшее техническое образование (неоконченное высшее тоже обсуждаемо). Хорошая подготовка в области математики и алгоритмов. Отличное знание классического машинного обучения. ,...для выявления требований к AI-компоненте продукта и самостоятельная постановка задачи. Подготовка моделей в ПРОМ вместе с <highlighttext>data</highlighttext>-<highlighttext>engineer</highlighttext>-ами.,От 1 года до 3 лет,Полная занятость,,,,
Business/Systems Analyst (Middle),"От 2-х лет опыта в роли аналитика в IT и/или Финансовой сфере. Знание техник сбора, анализа, формализации требований...",Работа в составе сильной группы бизнес/системных аналитиков на международном финтех продукте в области онлайн-кредитования. Развитие как в бизнес...,От 3 до 6 лет,Полная занятость,,,,
Системный администратор баз данных,"CI/CD: Gitlab CI/CD, Harbor. Используемые сервисы: JupyterHub, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, OpenMetadata, PostgreSQL, ClickHouse, Redpanda, Kafka Connect, Debezium. ","Администрирование и поддержка аналитических/реляционных СУБД (PostgreSQL, Clickhouse). Выстраивание мониторинга и алертинга для СУБД. Автоматизация процессов на уровне СУБД. ",От 3 до 6 лет,Полная занятость,,,,
Руководитель отдела аналитики/DWH,"Законченное высшее образование (математика, статистика, экономика, информатика), желательно наличие дополнительного образования (курсы, тренинги). Опыт работы от 3 лет. ","Постановка требований для ETL отдела, приема результатов. - Интеграция различных источников в корпоративное <highlighttext>хранилище</highlighttext> <highlighttext>данных</highlighttext>. - <highlighttext>Разработка</highlighttext> и внедрение новых алгоритмов для...",От 3 до 6 лет,Полная занятость,,,,
Data аналитик/Аналитик DWH,"Понимание принципов работы ETL-инструментов <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Apache Flink, Apache Kafka. Понимание основных принципов RESTful API. Знание JIRA, Confluence. ",Взаимодействовать с пользователями инструмента и формировать бизнес-требования. Разрабатывать ТЗ для разработчиков ETL-инструмента. Оформлять документацию по разработанным функциям/фичам. ,От 3 до 6 лет,Полная занятость,,,,
ИТ-Лидер команды (ДАДМ),Принципов микросервисной архитектуры. Опыт работы с: - <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Будет преимуществом: Знание предметной области банковского бизнеса. Понимание принципов и технологий машинного...,"Ищем ответственного ИТ Лидера с опытом разработки Java/JS–приложений как в роли разработчика, так и лидера. Предстоит управлять кросс...",От 3 до 6 лет,Полная занятость,,,,
Ведущий аналитик информационной безопасности,Опыт работы более 3-х лет. Знание Linux/Windows/virtualization technology/network/Cloud/ на уровне эксперта. Практический опыт использования средств...,"Развитие и поддержка решений безопасности класса SIEM, SOAR. Создание и корреляция правил выявления и реагирования на угрозы и аномалии. ",От 3 до 6 лет,Полная занятость,,1250000.0,KZT,True
ETL-разработчик (офис),"Опыт работы на позиции <highlighttext>разработчика</highlighttext> <highlighttext>Баз</highlighttext> <highlighttext>Данных</highlighttext>, ETL-разработчика, разработчика хранилищ данных (DWH) или системного аналитика от 3 лет. ","Разработка процессов извлечения, трансформации, загрузки данных. Разработка алгоритмов обработки данных. Написание сложных SQL-запросов для построения промежуточных и итоговых отчетов. ",От 3 до 6 лет,Полная занятость,,,,
Data Analyst / Engineer,"Опыт работы с Python, знание основ функционального программирования. Уверенное владение SQL (особенно PostgreSQL), включая оконные функции. Навыки работы с pandas...","Анализ и трансформация данных с использованием pandas, Jupyter Notebook/Lab. Построение SQL-запросов в PostgreSQL: выборки, агрегации, фильтрации, оконные функции. ",Нет опыта,Полная занятость,,,,
Middle DBA ClickHouse,Уверенные навыки администрирования Linux. Опыт администрирования и развертывания ClickHouse кластеров. Умение диагностировать и решать проблемы ClickHouse. Умение работать с Ansible. ,Управление резервным копирование и восстановлением данных. Настройка мониторинга ClickHouse. Конфигурирование и оптимизация инстансов ClickHouse. Консультации и поддержка <highlighttext>инженеров</highlighttext> <highlighttext>данных</highlighttext>.,От 3 до 6 лет,Полная занятость,,,,
Senior/Middle Аналитик данных SQL / Data Аналитик,Будет плюсом: 1. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext> и Hadoop. 2. Навыки Python / Java / Scala. 3. Опыт работы с BI...,"Работа с SQL- отличное знание оконных и агрегатных функций, сложных подзапросов, знание первичных ключей таблиц, инер джойны и лефт джойны. ",От 3 до 6 лет,Полная занятость,,,,
Tech Lead (GreenPlum),"Oracle DB. PostgreSQL. SQL, PL/SQL, PL/pgSQL. ETL-инструменты (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> & Python). GitLab. Jira & Wiki. Высшее техническое/математическое образование. ",Руководство техническим процессом миграции регуляторной и управленческой отчетности на платформу GreenPlum/PostgreSQL. Организация и контроль работы команды из 5 разработчиков...,Более 6 лет,Полная занятость,,,,
Специалист направления BI (ДЗО АЛРОСА ИТ),"Опыт построения BI отчетов, дашбордов. Опыт разработки скриптов Python. Опыт написания SQL запросов. Понимание принципов разработки OLTP систем. ","Написанием JS скриптов. Настройкой администрирования СУБД MS SQL, <highlighttext>Apache</highlighttext> <highlighttext>airflow</highlighttext> и др ETL инструментов. Интеграцией данных. Проведением обследований бизнес-процессов...",От 1 года до 3 лет,Полная занятость,,,,
"Портфельный риск-аналитик (залоги и лизинг), Ozon Банк",Опыт использования скоринговых моделей в принятии решения. Опыт работы с матстатистикой и теорией вероятностей. Опыт работы с Hadoop/<highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>...,"Портфельная аналитика. Прогнозирование потерь по выданным кредитам, разбор расхождения плана и факта. Разработка оценки, поиск гипотез, данных и сервисов для...",От 3 до 6 лет,Полная занятость,,,,
Middle data scientist (маркетинг),"Опыт работы с SAS, Docker, Git, PyTorch, Linux, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Опыт разработки ML-моделей для маркетинга. Опыт работы в банковском...",Выполнение полного цикла разработки ML-моделей для различных направлений деятельности банка. Сбор и анализ данных из разных источников. ,От 1 года до 3 лет,Полная занятость,,,,
Senior ML-разработчик (NLP / Обработка документов),"Опыт от 3+ лет в ML с фокусом на NLP. Глубокое знание: Опыт деплоя ML-моделей (Docker, REST API...",Мы ищем Senior ML-разработчика с опытом в NLP и обработке текстовых данных для работы над системой электронного документооборота (СЭД). ,От 3 до 6 лет,Полная занятость,200000.0,,RUR,False
Python разработчик,"Высшее образование. Опыт работы по направлению деятельности не менее 3х лет. Глубокое знание языков: Python, SQL. Опыт работы с...","Разработка ETL, модулей расчета показателей на SQL/Python/Fore. Разработка <highlighttext>хранилища</highlighttext> <highlighttext>данных</highlighttext>. <highlighttext>Разработка</highlighttext> модулей интеграции на Python/Fore (файловая, из...",От 3 до 6 лет,Полная занятость,,,,
MLOps Engineer,"Опыт работы с базами данных, такими как PostgreSQL, Clickhouse и Redis. Знание <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, ClearML. Опыт работы с Vue.js, HTML...",Проектирование и разработка сервисов для автоматизации ML-пайплайнов и обработки данных. Разработка API и веб-интерфейсов для взаимодействия с пользователями. ,От 3 до 6 лет,Полная занятость,,,,
Методист образовательных программ по ИТ и ИИ,"Опыт в запуске и сопровождении курсов, в педагогическом дизайне материалов для ИТ-специалистов. Опыт внедрения активных методов обучения и персонализации...",Педагогический дизайн курсов: сотрудничество с преподавателями-практиками из ИТ-индустрии для адаптации их курсов под современные педагогические методики; разработка и...,От 1 года до 3 лет,Полная занятость,,,,
ML-инженер,"...Spark, JupyterHub, GitLab CI/CD, Jenkins, MLflow, Seldon Core, <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, DVC, S3, Kafka, Grafana, Prometheus, PostgreSQL. ",Участие в проекте по созданию MLOps-платформы (on-premises) на стороне функционального заказчика. Участие в разработке регламентирующих документов функционирования MLOps...,От 1 года до 3 лет,Полная занятость,,,,
"Портфельный риск-аналитик, Ozon Банк",Опыт использования скоринговых моделей в принятии решения. Опыт работы с матстатистикой и теорией вероятностей. Опыт работы с Hadoop/<highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>...,"продукты для селлеров (классическое, под залог товаров, возобновляемая кредитная линия). -продукты для не селлеров (классическое кредитование). Портфельная аналитика. ",От 3 до 6 лет,Полная занятость,,,,
Аналитик данных (DWH/BI),"Релевантный опыт работы в роли системного аналитика DWH. Знания SQL на уровне опытного пользователя (сложные запросы, оконные функции, оптимизации запросов). ",Разработка технической документации с описанием алгоритмов трансформации. Преобразования данных из систем-источников в модель <highlighttext>хранилища</highlighttext> <highlighttext>данных</highlighttext>. <highlighttext>Разработка</highlighttext> прототипов для оценки...,От 1 года до 3 лет,Полная занятость,,,,
Lead BI analyst,"Продвинутые знания Power BI (Power Query, M, DAX, модели данных, администрирование, расширенные визуализации). Знаешь, как использовать паттерны дизайна дэшбордов, чтобы...",Создавать концептуальные и логические модели данных предметных областей вместе с архитектором и <highlighttext>инженером</highlighttext> <highlighttext>данных</highlighttext>. Управление командой: участие в подборе аналитиков...,От 3 до 6 лет,Полная занятость,,,,
Team Lead MLOps,"Опыт работы в качестве DevOps/MLOps/ML Engineer не менее 4 лет. Опыт управления командой: планирование задач, код-ревью, развитие...","Руководить командой MLOps: управлять, наставлять и развивать инженеров. Создавать и внедрять MLOps-практики: стенды, DevOps-процессы, среды разработки, тестирования, инференса...",От 3 до 6 лет,Полная занятость,,,,
Java-разработчик,Эффективно работаете в кросс-функциональных командах. Понимаете стандартные алгоритмы и структуры данных и использовали их на практике. Имеете опыт работы...,Проектировать и разрабатывать микросервисы для сбора и обработки данных в реальном масштабе времени. Разрабатывать бэкенд для веб-приложений (рабочее место...,От 3 до 6 лет,Полная занятость,,,,
Аналитик DWH,Опыт работы на аналогичной позиции / аналитиком данных / DЕ-инженером от двух лет. Уверенное владение SQL. Опыт работы с данными для...,Сбор требований для реализации витрин данных. Проведение тестирования и приемки витрин данных. Рефакторинг текущих объектов на использование новых витрин данных. ,От 3 до 6 лет,Полная занятость,,,,
Аналитик DWH,Опыт работы на аналогичной позиции / аналитиком данных / DЕ-инженером от двух лет. Уверенное владение SQL. Опыт работы с данными для...,Сбор требований для реализации витрин данных. Проведение тестирования и приемки витрин данных. Рефакторинг текущих объектов на использование новых витрин данных. ,От 3 до 6 лет,Полная занятость,,,,
"Старший аналитик-разработчик, Аналитика поиска","Python, pyspark, sql (clickhouse, vertica, postgresql), airflow, grafana. Опыт работы в продуктовой аналитике данных или Data Science от 2 лет. ",Разрабатывать KPI метрики для продуктов поиска и повышать прозрачность продукта внутри компании в целом - собирать ETL процессы по обработке данных...,От 3 до 6 лет,Полная занятость,,,,
Аналитик данных,"Знанием SQL (предпочтительно ClickHouse), Python и Jupyter Notebook, ML, или опытом в роли <highlighttext>инженера</highlighttext> <highlighttext>данных</highlighttext> и методов статистики для проверки...","Автоматизировать процессы и выносить на дашборды ключевые метрики и разрезы, чтобы ответы на большинство рядовых вопросов ПО и команды «А...",От 3 до 6 лет,Полная занятость,,,,
"Менеджер по продажам ИТ проектов в системный интегратор (BI, DWH)","Опыт проектных продаж информационных систем (ERP, CRM, BI, заказной разработки и др. подобный). Опыт развития бизнеса, работы с первыми лицами...","сектор ИТ решений, основанных на BI Visiology, <highlighttext>DWH</highlighttext>, заказной <highlighttext>разработки</highlighttext> и консалтинге. Выявление структуры ЛПР и проведение переговоров. ",От 3 до 6 лет,Полная занятость,,,,
Python-разработчик (Senior),"Опыт работы с реляционными (индексы, оптимизация запросов). Практический опыт с <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> (написание DAG). Навыки написания автотестов (pytest, unittest, Swager...","Разработка и поддержка ETL-процессов в <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Написание и поддержка автотестов (pytest, unit/integration/e2e). ",Более 6 лет,Полная занятость,230000.0,300000.0,RUR,False
Эксперт Внедрение стандартов Базельского комитета,"Высшее образование - финансово-экономическое, математическое. Опыт работы в кредитных организациях (желательно из топ-20) в области управления кредитным риском не...","Формирование регуляторной/управленческой отчетности, постановка требований на автоматизацию отчетных форм. Работа с <highlighttext>хранилищем</highlighttext> <highlighttext>данных</highlighttext> – <highlighttext>разработка</highlighttext> архитектуры, наполнение витрин данных, создание...",От 3 до 6 лет,Полная занятость,,,,
"Python-разработчик, Middle (Middle+)","Python 3.9+ (Flask-AppBuilder, SQLAlchemy (ORM/Core), Celery). Redis 7+. Docker + docker compose v2. ",Решение принимается за 2 встречи: 2. Техническое собеседование с руководителем. Проектировать и разрабатывать новые фичи. Поддерживать и развивать текущую функциональность. ,От 3 до 6 лет,Полная занятость,,,,
Data Analyst,"Наш кандидат – экономист, математик или статистик с твердыми знаниями в области эконометрики, статистического анализа данных и классического ML, с опытом...",Мы - команда Управления моделирования и исследования данных.,От 3 до 6 лет,Полная занятость,,,,
Python Developer (Middle+),"Ответственность, проактивность, готовность работать в команде, желание развиваться, как T-shape специалист. Опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, Debezium. ","Разработка backend-сервисов управляющего контура корпоративного хранилища данных (Data Warehouse, DWH). Написание модульных и интеграционных тестов. Декомпозиция и оценка задач. ",От 3 до 6 лет,Полная занятость,,,,
Spark разработчик,Опыт работы не менее 2 лет в роли разработчика на <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>. Hadoop: понимание архитектуры и процессов. Техническое образование. ,"Что делал? Разрабатывал пайплайны по обработке данных на <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext> Java/Scala. Потоковая обработка данных, а именно: Вход/выход Kafka...",От 3 до 6 лет,Полная занятость,175000.0,250000.0,RUR,False
Middle/Senior 1С Developer (Mentor),Опыт разработки на 1С:Предприятие 8.3 от 3 + лет (Middle/Senior уровень). Наличие сертификатов 1С:Профессионал...,Разработка программы обучения. Проведение онлайн-лекций по теоретическим основам 1С:Предприятие 8.3. Подготовка и проверка практических заданий (включая...,От 3 до 6 лет,Полная занятость,,,,
QA Automation Engineer (Python),"Опыт работы с GitLab CI/CD, Docker и Airflow. Базовые знания <highlighttext>dbt</highlighttext> и Jinja2. Самостоятельность, инициативность и готовность предлагать...","Работать с фреймворком <highlighttext>dbt</highlighttext>, включая кастомный адаптер для Greenplum и jinja материализации. Писать unit-тесты для Python-модулей, используемых для...",От 3 до 6 лет,Полная занятость,,,,
Разработчик Java,"Опыт работы с очередями сообщений (MQ), в частности с распределенными очередями (Kafka, ActiveMQ, WebSphere MQ). <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>. Опыт front-end...",Проектирование и реализация крупных корпоративных решений. Создание модульных и интеграционных тестов и сценариев тестирования. Активное участие в планировании и развитии...,От 3 до 6 лет,Полная занятость,140000.0,300000.0,RUR,True
Главный разработчик / ETL,"Опыт работы с Debezium, понимание процесса cdc-захвата данных на уровне Middle+. Опыт работы со Spark (PySpark) на уровне Middle+. ","Object Storage (MinIO), на котором на Hive Metastore существуют таблицы Iceberg v.1.7. Airflow 2.10.3 – оркестратор для...",От 3 до 6 лет,Полная занятость,,,,
Системный аналитик,"Опыт работы от 2-3 лет в роли системного или data-аналитика. Опыт работы или понимание платформ виртуализации (VMware, OpenStack...","Активное взаимодействие с инженерами, разработчиками и <highlighttext>инженерами</highlighttext> <highlighttext>данных</highlighttext>. Дополнительно: поддержка текущих отчётов (SSRS - SQL Server Reporting Services) в части источников...",От 1 года до 3 лет,Полная занятость,,,,
ML инженер (разработка модельных сервисов),"Знание BigData-стека: опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, а также языками программирования Java/Scala. Опыт работы с MLOps-инструментами...","Анализ данных: выявлять ключевые факторы, формировать гипотезы и проверять их статистическими методами и ML-моделями. Внедрение сервисов: проектировать и внедрять...",От 3 до 6 лет,Полная занятость,,,,
ML инженер (разработка модельных сервисов),"Знание BigData-стека: опыт работы с <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Hadoop, а также языками программирования Java/Scala. Опыт работы с MLOps-инструментами...","Анализ данных: выявлять ключевые факторы, формировать гипотезы и проверять их статистическими методами и ML-моделями. Внедрение сервисов: проектировать и внедрять...",От 3 до 6 лет,Полная занятость,,,,
Middle/Senior Python Developer (Mentor),"Опыт работы от 3-х лет. Глубокое знание Python и одного из асинхронных фреймворков (/Sanic/Flask/FastApi), знание и умение...","Контроль за программой курса лаборатории (проведение лекций, ревью тех заданий). Проведение митапов и создание практических занятий. Проверка практических заданий, разъяснение...",От 3 до 6 лет,Полная занятость,,,,
Руководитель отдела по разработке аналитической отчетности,"Опыт работы с инструментами ETL/ELT, такими как <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, Talend, SSIS, Informatica и другими. Опыт работы с SQL, включая...","Формирование и развитие команды: аналитики, BI-разработчики, <highlighttext>инженеры</highlighttext> <highlighttext>данных</highlighttext>. Постановка целей, распределение задач, контроль сроков и качества выполнения работ. ",От 3 до 6 лет,Полная занятость,,,,
Staff Engineer (Java),"Опыт работы с Kafka (понимание основных компонентов, понимание семантик доставки). Опыт (или желание ) разработки на Apache Flink / <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>.",Следить за процессами и моральным духом команды. Разрабатывать новых и доработка существующих сервисов (полный цикл от написания кода до деплоя...,Более 6 лет,Полная занятость,,,,
Руководитель направления автоматизации процессов управления ликвидностью,"Понимание основных концепций CI/CD. Профессиональное знание Python, GIT, <highlighttext>Apache</highlighttext> <highlighttext>SPARK</highlighttext> (Pyspark, MLlib, Spark SQL),Docker,Hadoop,AirFlow. ",Разработка автоматизированных систем Департамента казначейства и драйверов развития связанных с ними бизнес-процессов. Внедрение нового функционала для инструментов оперативного управления...,От 3 до 6 лет,Полная занятость,,,,
Consultant/Market Analyst,Ability to work with big amount of data. Excellent presentation and analytical skills. Work experience in market analytics will be...,Analytics: Providing in-depth sales and market analysis. Full responsibility for the data quality. Data Preprocessing. Client Service: Ensure exceptional...,От 3 до 6 лет,Полная занятость,130000.0,145000.0,RUR,False
"Data Scientist (блок ""В2С"")","Глубокие знания и практический опыт в машинном обучении (supervised и unsupervised методы), а также нейронных сетях. Уверенные навыки программирования на...","Применять классические методы машинного обучения и разрабатывать модели Deep Learning. Взаимодействовать с командами аналитиков, <highlighttext>инженеров</highlighttext> <highlighttext>данных</highlighttext> и продуктовых менеджеров для...",От 3 до 6 лет,Полная занятость,,,,
ETL-разработчик,"Опыт в проектировании, разработке и оптимизации DWH от 2-х лет. Отличное знание SQL и принципов построения аналитических хранилищ. ","Проектирование и разработка ETL-процессов (<highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext> и аналоги, SQL). Автоматизация процессов с использованием Python. Интеграция с системами источниками данных...",От 3 до 6 лет,Полная занятость,,,,
MLops/DE Инженер,"Понимание или опыт разработки на python (ETL-процессы Airflow). Знание специфики python для ml: библиотеки (catboost, lightgbm e t.c.). ","Проектирование и разработка корпоративной аналитической платформы (ПКАП). Системная разработка, поддержка и оптимизация ETL-процессов и ML-моделей (MLOps) на платформах...",От 1 года до 3 лет,Полная занятость,,,,
Продуктовый аналитик (ML),Опыт работы в продуктовой компании на позиции продуктового аналитика или бизнес-аналитика не менее 2 лет. Опыт в разработке ключевых...,"Формирование бизнес-требований для создания новых и развития существующих ИИ-сервисов (включая пользовательский путь, функциональные возможности, ограничения и т.д.). ",От 1 года до 3 лет,Полная занятость,,,,
Специалист по качеству данных,"Преимуществами будут: знание какого-нибудь PL*SQL диалекта, знание <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>, понимание подходов Data Governance, опыт настройки проверок качества данных...","Подключение систем источников данных к инструменту качества данных. Сканирование источников, выделение профилей данных. Подготовка по БТ ФТ к формированию проверок...",От 3 до 6 лет,Полная занятость,,,,
Principal BI-analyst,Знание SQL и Python – для самостоятельного анализа данных и настройки автоматизаций. Опыт работы с Airflow и <highlighttext>dbt</highlighttext> - для построения etl.,Принимать участие в задачах по развитию хранилища данных вместе с <highlighttext>дата</highlighttext>-<highlighttext>инженерами</highlighttext>. Делиться и распространять приобретенную экспертизу среди коллег через...,От 3 до 6 лет,Полная занятость,,,,
Продуктовый дизайнер (Evolution DataPlatform),Ты работал дизайнером в продуктовой компании более 3 лет. Ты умеешь искать баланс между бизнес-требованиями и удобством для пользователя. ,Разрабатывать дизайн пользовательских интерфейсов. Участвовать в исследованиях и улучшать текущие решения. Подготавливать свои макеты для передачи разработчикам. Контролировать качество работы...,От 3 до 6 лет,Полная занятость,,,,
Middle+ аналитик данных,Опыт работы аналитиком данных в IT компаниях от 2-ух лет. Сильный SQL. Умение работать в команде по Скраму (спринты...,Выделение ключевых метрик финансового продукта. Полный пайплайн построения дашбордов: от забора данных с реплики БД сервиса до визуализации и представления...,От 3 до 6 лет,Полная занятость,,,,
Data science Senior | ADS,"Необходимый стек: Данные: Python (Pandas, NumPy), SQL (Trino, PostgreSQL, Clickhouse, Aerospike), <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>, Kafka. ML и R&D: Python (scikit...","Написание предиктивных моделей, вкл задачи классификации (с большим дизбалансом классов), регрессии, временные ряды, задачи кластеризации. RnD по улучшению существующих моделей...",От 3 до 6 лет,Полная занятость,,,,
Data Scientist/ NLP Engineer,"Strong grasp of sequence models (e.g., transformers, RNNs) for behavioral pattern detection. <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> & System Architecture: Experience designing scalable...",The project consists of two main areas: (1) collecting and analyzing demographic data to create initial user segments and (2...,От 3 до 6 лет,Полная занятость,,,,
Дата-аналитик (ведущий аналитик),"Высшее профессиональное образование. Наличие опыта работы с СУБД PostgreSQL, ClickHouse. Опыт написания и поддержания ETL-процессов (Python, Airflow). ",Создавать и поддерживать ETL-процессы с использованием Python и <highlighttext>Apache</highlighttext> <highlighttext>Airflow</highlighttext>. Разрабатывать парсеры веб-ресурсов (как в формате Ad-Hoc...,От 1 года до 3 лет,Полная занятость,,90000.0,RUR,False
Психолог в социальной сфере (клинический психолог),"Аккредитация по специальности ""Медицинский психолог"" желательна. Владение КПТ, АСТ-терапия, CFT, <highlighttext>DBT</highlighttext>. Знания и опыт проведение Экспериментально-психологического исследования. ",Оказание клинико-психологической помощи. Психокоррекция и психотерапия стрессовых расстройств. Проведение патопсихологического обследования. Проведение индивидуальных и групповых занятий. Разработка и проведение...,От 1 года до 3 лет,Полная занятость,70000.0,,RUR,False
Технический писатель (Technical Writer)/Аналитик,"Отличное знание русского языка. Аналитические способности – умение выделять главное для целевой аудитории, умение выявлять отсутствие нужной информации и формулировать вопросы. ","Написание технической документации на разрабатываемые, модернизируемые, внедряемые и сопровождаемые продукты. Разработка понятных презентационных и методических материалов по работе с продуктами...",От 1 года до 3 лет,Полная занятость,,,,
Разработчик Spark,Требования: Опыт работы не менее 2 лет в роли разработчика на <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>. A. Hadoop: понимание архитектуры и процессов. F. ,"C. Java: core, работа сборщика мусора, коллекции, многопоточность. D. <highlighttext>Apache</highlighttext> <highlighttext>Spark</highlighttext>: core, оптимизации(планировщик запросов). E. CI/CD: сборка сервиса...",От 1 года до 3 лет,Полная занятость,,,,
BI-аналитик,"Наличие свидетельств и сертификатов по специализациям: BI-аналитика, SQL, <highlighttext>Дата</highlighttext>-<highlighttext>инженерия</highlighttext>. Экспертное знание одной из областей ФХД производственного предприятия Навыки...","Сбор и анализ требований заказчиков к наборам данных и дашбордам, в том числе анализ структуры данных в информационных системах - источниках...",От 3 до 6 лет,Полная занятость,,,,
BI-аналитик,"Наличие свидетельств и сертификатов по специализациям: BI-аналитика, SQL, <highlighttext>Дата</highlighttext>-<highlighttext>инженерия</highlighttext>. Экспертное знание одной из областей ФХД производственного предприятия Навыки...","Сбор и анализ требований заказчиков к наборам данных и дашбордам, в том числе анализ структуры данных в информационных системах - источниках...",От 3 до 6 лет,Полная занятость,,,,
